season,DEWP,HUMI,PRES,TEMP,Iws,precipitation,cbwd_NE,cbwd_NW,cbwd_SE,PM_HIGH
2,13.0,39.67,1009.0,28.0,25.0,0.0,0,0,0,0.0
2,15.0,45.16,1008.0,28.0,27.0,0.0,0,0,0,0.0
2,9.0,34.21,1010.0,26.0,19.0,0.0,0,1,0,0.0
2,12.0,60.03,1007.0,20.0,4.0,0.2,0,1,0,0.0
2,15.0,82.65,1008.0,18.0,33.0,0.0,0,0,0,0.0
2,14.0,44.89,1011.0,27.0,10.0,0.0,0,0,0,0.0
2,13.0,37.44,1011.0,29.0,60.0,0.0,0,0,0,0.0
2,12.0,41.78,1009.0,26.0,30.0,0.0,0,0,0,0.0
2,15.0,53.88,1005.0,25.0,14.0,0.0,0,0,0,0.0
2,19.0,73.67,1002.0,24.0,11.0,0.0,0,0,0,0.0
2,20.0,69.6,997.0,26.0,20.0,0.0,0,0,0,0.0
2,15.0,45.16,1002.0,28.0,6.0,0.0,0,0,0,0.0
2,14.0,42.34,1006.0,28.0,4.0,0.0,0,1,0,0.0
2,13.0,37.44,1008.0,29.0,15.0,0.0,1,0,0,0.0
2,11.0,29.27,1007.0,31.0,2.0,0.0,1,0,0,0.0
2,16.0,48.15,1005.0,28.0,28.0,0.0,0,0,0,0.0
2,17.0,57.69,1005.0,26.0,14.0,0.0,0,0,0,0.0
2,18.0,61.44,1004.0,26.0,5.0,0.0,0,0,0,0.0
2,19.0,73.67,1000.0,24.0,7.0,0.0,0,0,1,0.0
2,20.0,61.9,998.0,28.0,20.0,0.0,0,0,0,0.0
2,20.0,65.62,1004.0,27.0,19.0,0.0,0,0,0,0.0
2,20.0,69.6,1006.0,26.0,13.0,0.0,0,0,1,0.0
2,19.0,58.17,1007.0,28.0,39.0,0.0,0,0,0,0.0
2,20.0,83.25,1004.0,23.0,7.0,0.3,0,0,0,0.0
2,21.0,94.07,988.0,22.0,2.0,0.0,0,1,0,0.0
2,19.0,54.9,992.0,29.0,45.0,0.0,0,0,0,0.0
2,18.0,48.69,992.0,30.0,152.0,0.0,0,0,0,0.0
2,20.0,58.42,996.0,29.0,220.0,0.0,0,0,0,0.0
2,16.0,38.29,1003.0,32.0,15.0,0.0,0,0,0,0.0
2,19.0,51.83,1004.0,30.0,25.0,0.0,0,0,0,0.0
2,23.0,70.17,1002.0,29.0,2.0,0.0,0,0,0,0.0
2,21.0,65.83,1005.0,28.0,65.0,0.0,1,0,0,0.0
2,21.0,58.65,1004.0,30.0,3.0,0.0,1,0,0,0.0
2,24.0,70.36,1004.0,30.0,20.0,0.0,0,0,0,0.0
2,22.0,66.04,1008.0,29.0,17.0,0.0,0,0,0,0.0
2,22.0,66.04,1009.0,29.0,15.0,0.0,0,0,0,1.0
2,23.0,74.35,1005.0,28.0,28.0,0.0,0,0,1,0.0
2,23.0,94.16,997.0,24.0,32.0,0.9,0,0,0,0.0
2,20.0,55.15,1007.0,30.0,13.0,0.0,0,0,0,0.0
2,18.0,54.65,1006.0,28.0,14.0,0.0,0,0,0,0.0
2,23.0,100.0,1002.0,23.0,10.0,2.0,0,0,0,0.0
2,21.0,83.37,1004.0,24.0,6.0,0.0,0,1,0,0.0
2,17.0,48.42,1005.0,29.0,3.0,0.0,0,0,0,0.0
2,22.0,62.35,1005.0,30.0,8.0,0.0,0,0,0,0.0
2,25.0,88.86,1000.0,27.0,9.0,0.0,0,0,0,0.0
2,22.0,74.19,997.0,27.0,31.0,0.0,0,0,0,0.0
2,20.0,61.9,1001.0,28.0,18.0,0.0,0,1,0,0.0
2,21.0,55.4,1002.0,31.0,5.0,0.0,0,0,1,0.0
2,24.0,100.0,998.0,24.0,19.0,0.0,0,0,0,0.0
2,13.0,35.35,1008.0,30.0,5.0,0.0,0,1,0,0.0
2,15.0,40.24,1008.0,30.0,3.0,0.0,0,0,0,0.0
2,16.0,42.9,1007.0,30.0,5.0,0.0,0,0,0,0.0
2,17.0,88.2,1008.0,19.0,8.0,0.0,0,1,0,0.0
2,13.0,50.24,1010.0,24.0,15.0,0.0,1,0,0,0.0
2,19.0,93.98,1005.0,20.0,5.0,1.4,0,0,1,0.0
2,19.0,88.37,999.0,21.0,15.0,0.0,0,1,0,0.0
2,9.0,43.47,1009.0,22.0,20.0,0.0,0,1,0,0.0
2,11.0,46.78,1010.0,23.0,5.0,0.0,0,1,0,0.0
3,12.0,47.05,1013.0,24.0,8.0,0.0,0,0,0,0.0
3,9.0,43.47,1016.0,22.0,1.0,0.0,0,0,0,0.0
3,10.0,49.42,1017.0,21.0,3.0,0.0,1,0,0,0.0
3,10.0,46.49,1016.0,22.0,7.0,0.0,1,0,0,0.0
3,12.0,47.05,1016.0,24.0,1.0,0.0,0,0,1,0.0
3,16.0,73.14,1016.0,21.0,5.0,2.4,0,0,1,0.0
3,15.0,64.54,1017.0,22.0,14.0,0.0,0,0,0,0.0
3,13.0,47.33,1018.0,25.0,6.0,0.0,0,0,0,0.0
3,13.0,53.36,1013.0,23.0,10.0,0.0,0,0,0,0.0
3,18.0,69.2,1012.0,24.0,19.0,0.0,0,0,0,0.0
3,9.0,36.29,1014.0,25.0,1.0,0.0,0,0,0,0.0
3,14.0,42.34,1014.0,28.0,18.0,0.0,0,0,0,0.0
3,17.0,57.69,1005.0,26.0,19.0,0.0,0,0,0,0.0
3,17.0,54.39,1005.0,27.0,116.0,0.0,0,0,0,0.0
3,-2.0,20.0,1014.0,22.0,11.0,0.0,0,1,0,0.0
3,3.0,23.97,1011.0,25.0,18.0,0.0,0,0,0,0.0
3,17.0,82.89,1016.0,20.0,8.0,0.0,0,0,1,0.0
3,18.0,73.5,1023.0,23.0,2.0,0.0,0,1,0,1.0
3,15.0,47.88,1012.0,27.0,25.0,0.0,0,0,0,0.0
3,10.0,36.58,1014.0,26.0,2.0,0.0,0,0,0,0.0
3,4.0,24.24,1017.0,26.0,29.0,0.0,1,0,0,0.0
3,12.0,39.39,1016.0,27.0,9.0,0.0,0,0,0,0.0
3,13.0,87.84,1016.0,15.0,17.0,2.1,0,1,0,0.0
3,6.0,48.31,1018.0,17.0,4.0,0.0,0,1,0,0.0
3,1.0,33.95,1017.0,17.0,9.0,0.0,0,1,0,0.0
3,-1.0,25.89,1018.0,19.0,10.0,0.0,0,0,0,0.0
3,9.0,38.53,1011.0,24.0,35.0,0.0,0,0,0,0.0
3,11.0,46.78,1012.0,23.0,36.0,0.0,0,0,0,0.0
3,14.0,64.32,1018.0,21.0,1.0,0.0,0,0,0,0.0
3,16.0,100.0,1019.0,16.0,2.0,0.0,0,0,0,1.0
3,15.0,93.8,1015.0,16.0,12.0,0.6,0,0,0,1.0
3,0.0,35.87,1019.0,15.0,11.0,0.0,1,0,0,0.0
3,-4.0,32.45,1021.0,12.0,3.0,0.0,0,0,0,0.0
3,9.0,40.92,1013.0,23.0,33.0,0.0,0,0,0,0.0
3,13.0,53.36,1022.0,23.0,16.0,0.0,0,0,0,0.0
3,10.0,38.82,1023.0,25.0,7.0,0.0,0,0,0,1.0
3,4.0,39.46,1024.0,18.0,18.0,0.0,0,1,0,0.0
3,-4.0,25.04,1019.0,16.0,63.0,0.0,1,0,0,0.0
3,10.0,46.49,1010.0,22.0,22.0,0.0,0,0,0,0.0
3,11.0,46.78,1007.0,23.0,16.0,0.0,0,0,0,0.0
3,2.0,44.2,1012.0,14.0,6.0,0.0,0,0,0,0.0
3,0.0,29.65,1019.0,18.0,6.0,0.0,0,1,0,0.0
3,10.0,82.01,1022.0,13.0,3.0,0.0,0,0,0,0.0
3,-5.0,39.32,1028.0,8.0,50.0,0.0,0,1,0,0.0
3,-8.0,31.23,1029.0,8.0,5.0,0.0,0,1,0,0.0
3,-7.0,27.58,1024.0,11.0,2.0,0.0,0,0,0,0.0
3,-5.0,26.4,1028.0,14.0,2.0,0.0,0,0,0,0.0
3,5.0,42.32,1026.0,18.0,24.0,0.0,0,0,0,0.0
3,7.0,51.75,1024.0,17.0,18.0,0.0,0,0,0,0.0
3,11.0,93.6,1022.0,12.0,2.0,0.0,0,0,0,1.0
3,9.0,93.5,1023.0,10.0,2.0,0.0,0,1,0,1.0
3,9.0,63.18,1023.0,16.0,1.0,0.0,0,0,0,1.0
3,7.0,93.4,1020.0,8.0,1.0,0.6,0,0,0,0.0
3,-4.0,48.63,1022.0,6.0,11.0,0.0,0,0,0,0.0
3,-1.0,52.98,1023.0,8.0,23.0,0.0,0,1,0,0.0
3,1.0,50.08,1021.0,11.0,10.0,0.0,0,0,0,0.0
3,4.0,44.78,1017.0,16.0,14.0,0.0,0,0,0,1.0
3,3.0,75.67,1026.0,7.0,79.0,0.0,0,1,0,0.0
3,-2.0,46.0,1028.0,9.0,4.0,0.0,0,0,0,0.0
3,-3.0,32.75,1027.0,13.0,1.0,0.0,0,0,0,0.0
3,0.0,38.26,1025.0,14.0,1.0,0.0,0,0,0,1.0
3,6.0,62.48,1019.0,13.0,10.0,0.0,0,0,0,1.0
3,8.0,81.75,1018.0,11.0,3.0,0.0,0,1,0,1.0
3,3.0,61.76,1027.0,10.0,10.0,0.0,0,0,0,0.0
3,4.0,47.74,1020.0,15.0,23.0,0.0,0,0,0,0.0
3,9.0,63.18,1012.0,16.0,129.0,0.0,0,0,0,1.0
3,-6.0,41.79,1020.0,6.0,3.0,0.0,0,0,0,0.0
3,-4.0,30.39,1022.0,13.0,17.0,0.0,0,0,0,0.0
3,-1.0,69.85,1024.0,4.0,5.0,0.0,0,1,0,0.0
3,-16.0,26.75,1023.0,1.0,19.0,0.0,0,0,0,0.0
3,-14.0,36.5,1028.0,-1.0,4.0,0.0,1,0,0,0.0
3,-11.0,32.5,1025.0,4.0,12.0,0.0,0,1,0,0.0
3,-10.0,26.69,1020.0,8.0,5.0,0.0,0,0,0,0.0
3,-6.0,29.79,1013.0,11.0,98.0,0.0,0,0,0,0.0
3,-2.0,35.27,1015.0,13.0,9.0,0.0,0,0,0,0.0
3,3.0,70.67,1012.0,8.0,10.0,0.0,0,0,0,1.0
3,-8.0,44.19,1017.0,3.0,21.0,0.0,0,1,0,0.0
3,-5.0,92.73,1018.0,-4.0,159.0,10.1,0,1,0,0.0
3,-14.0,39.28,1019.0,-2.0,28.0,0.0,0,1,0,0.0
3,-7.0,59.21,1023.0,0.0,2.0,0.0,0,0,0,0.0
3,-8.0,44.19,1025.0,3.0,10.0,0.0,0,0,0,0.0
3,-3.0,48.93,1022.0,7.0,10.0,0.0,0,0,0,0.0
3,2.0,61.51,1019.0,9.0,5.0,0.0,0,0,0,1.0
3,4.0,75.84,1013.0,8.0,1.0,0.0,0,1,0,1.0
3,-10.0,54.23,1010.0,-2.0,139.0,0.0,0,1,0,0.0
3,-9.0,54.51,1014.0,-1.0,7.0,0.0,0,0,0,0.0
3,-15.0,45.29,1015.0,-5.0,7.0,0.0,0,0,0,0.0
3,-15.0,38.96,1019.0,-3.0,56.0,0.0,0,0,0,0.0
3,-11.0,37.45,1016.0,2.0,12.0,0.0,0,0,0,0.0
3,-13.0,29.69,1022.0,3.0,3.0,0.0,0,1,0,0.0
4,-8.0,41.17,1019.0,4.0,12.0,0.0,0,0,0,0.0
4,-7.0,33.74,1017.0,8.0,5.0,0.0,0,0,0,0.0
4,-3.0,60.25,1020.0,4.0,17.0,0.0,0,0,0,0.0
4,-5.0,42.1,1018.0,7.0,5.0,0.0,0,1,0,0.0
4,-14.0,31.56,1022.0,1.0,54.0,0.0,0,1,0,0.0
4,-10.0,40.55,1020.0,2.0,3.0,0.0,0,0,0,0.0
4,-9.0,40.86,1022.0,3.0,24.0,0.0,1,0,0,0.0
4,-3.0,52.41,1018.0,6.0,20.0,0.0,0,0,1,0.0
4,-8.0,73.65,1019.0,-4.0,8.0,0.0,1,0,0,0.0
4,-9.0,73.45,1016.0,-5.0,2.0,0.0,0,0,0,1.0
4,-16.0,41.67,1016.0,-5.0,15.0,0.0,0,1,0,0.0
4,-22.0,31.35,1023.0,-8.0,9.0,0.0,0,0,0,0.0
4,-21.0,29.33,1025.0,-6.0,18.0,0.0,0,0,0,0.0
4,-16.0,41.67,1035.0,-5.0,5.0,0.0,0,0,0,0.0
4,-13.0,42.63,1032.0,-2.0,28.0,0.0,1,0,0,0.0
4,-14.0,49.17,1034.0,-5.0,4.0,0.0,0,1,0,1.0
4,-15.0,66.71,1029.0,-10.0,5.0,0.0,0,1,0,1.0
4,-13.0,85.11,1026.0,-11.0,29.0,0.0,0,1,0,0.0
4,-12.0,72.85,1031.0,-8.0,10.0,0.0,0,1,0,0.0
4,-12.0,85.23,1034.0,-10.0,3.0,0.0,0,0,0,0.0
4,-13.0,72.65,1032.0,-9.0,2.0,0.0,0,0,0,1.0
4,-11.0,67.65,1032.0,-6.0,3.0,0.0,0,1,0,1.0
4,-13.0,57.58,1034.0,-6.0,36.0,0.0,1,0,0,1.0
4,-6.0,63.94,1024.0,0.0,6.0,0.0,0,0,0,1.0
4,-15.0,66.71,1028.0,-10.0,50.0,0.0,0,1,0,0.0
4,-16.0,66.47,1028.0,-11.0,6.0,0.0,0,0,0,1.0
4,-16.0,72.02,1023.0,-12.0,7.0,0.0,0,0,0,1.0
4,-13.0,45.91,1014.0,-3.0,9.0,0.0,0,0,0,0.0
4,-10.0,46.84,1011.0,0.0,7.0,0.0,0,0,0,1.0
4,-10.0,37.77,1004.0,3.0,37.0,0.0,0,0,0,0.0
4,-15.0,27.05,1010.0,2.0,7.0,0.0,0,0,0,0.0
4,-16.0,26.75,1016.0,1.0,4.0,0.0,0,0,0,0.0
4,-17.0,32.97,1022.0,-3.0,6.0,0.0,1,0,0,0.0
4,-18.0,32.65,1024.0,-4.0,1.0,0.0,0,0,0,1.0
4,-11.0,58.13,1024.0,-4.0,55.0,0.0,1,0,0,0.0
4,-6.0,79.73,1025.0,-3.0,15.0,0.0,0,0,0,1.0
4,-11.0,46.53,1025.0,-1.0,22.0,0.0,0,1,0,0.0
4,-26.0,27.72,1031.0,-11.0,111.0,0.0,0,1,0,0.0
4,-22.0,33.9,1029.0,-9.0,12.0,0.0,0,0,0,0.0
4,-18.0,32.65,1028.0,-4.0,9.0,0.0,0,0,0,0.0
4,-19.0,25.82,1028.0,-2.0,8.0,0.0,0,0,0,0.0
4,-22.0,46.66,1037.0,-13.0,7.0,0.0,0,1,0,0.0
4,-28.0,18.18,1033.0,-8.0,9.0,0.0,0,0,1,0.0
4,-19.0,32.32,1033.0,-5.0,2.0,0.0,0,0,0,1.0
4,-11.0,43.26,1029.0,0.0,14.0,0.0,0,0,0,1.0
4,-12.0,53.65,1030.0,-4.0,34.0,0.0,1,0,0,1.0
4,-17.0,48.25,1030.0,-8.0,2.0,0.0,0,0,0,1.0
4,-16.0,44.97,1034.0,-6.0,12.0,0.0,0,1,0,0.0
4,-16.0,48.56,1024.0,-7.0,15.0,0.0,0,0,1,1.0
4,-17.0,71.81,1024.0,-13.0,48.0,0.0,0,1,0,1.0
4,-16.0,72.02,1032.0,-12.0,6.0,0.0,0,0,0,1.0
4,-9.0,50.68,1024.0,0.0,4.0,0.0,0,0,0,1.0
4,-7.0,44.49,1015.0,4.0,12.0,0.0,0,0,0,0.0
4,-2.0,64.9,1018.0,4.0,3.0,0.0,0,1,0,1.0
4,-17.0,35.53,1027.0,-4.0,31.0,0.0,0,1,0,0.0
4,-21.0,23.39,1030.0,-3.0,13.0,0.0,0,0,0,0.0
4,-8.0,38.39,1015.0,5.0,129.0,0.0,0,0,0,0.0
4,-26.0,20.25,1030.0,-7.0,2.0,0.0,0,0,1,0.0
4,-9.0,38.08,1011.0,4.0,56.0,0.0,0,0,0,0.0
4,-21.0,27.18,1020.0,-5.0,49.0,0.0,0,1,0,0.0
4,-17.0,22.89,1021.0,2.0,13.0,0.0,0,0,0,0.0
4,-11.0,32.5,1016.0,4.0,2.0,0.0,0,0,1,1.0
4,-22.0,17.18,1016.0,0.0,27.0,0.0,0,1,0,0.0
4,-30.0,16.28,1025.0,-9.0,35.0,0.0,0,1,0,0.0
4,-25.0,22.18,1027.0,-7.0,11.0,0.0,0,1,0,0.0
4,-24.0,20.83,1031.0,-5.0,2.0,0.0,0,0,1,1.0
4,-20.0,27.5,1032.0,-4.0,3.0,0.0,0,1,0,0.0
4,-20.0,34.55,1026.0,-7.0,69.0,0.0,1,0,0,0.0
4,-17.0,38.32,1024.0,-5.0,7.0,0.0,0,1,0,0.0
4,-23.0,28.69,1033.0,-8.0,6.0,0.0,0,1,0,0.0
4,-24.0,26.23,1034.0,-8.0,77.0,0.0,1,0,0,0.0
4,-21.0,27.18,1028.0,-5.0,1.0,0.0,0,0,0,0.0
4,-21.0,23.39,1034.0,-3.0,4.0,0.0,0,1,0,0.0
4,-19.0,27.81,1036.0,-3.0,23.0,0.0,1,0,0,0.0
4,-13.0,31.88,1025.0,2.0,22.0,0.0,0,0,0,1.0
4,-8.0,47.44,1025.0,2.0,8.0,0.0,0,0,0,1.0
4,-8.0,54.8,1031.0,0.0,8.0,0.0,1,0,0,1.0
4,-17.0,30.61,1037.0,-2.0,76.0,0.0,1,0,0,0.0
4,-18.0,30.29,1032.0,-3.0,71.0,0.0,1,0,0,0.0
4,-18.0,28.13,1028.0,-2.0,2.0,0.0,1,0,0,0.0
4,-18.0,26.13,1031.0,-1.0,41.0,0.0,1,0,0,0.0
4,-9.0,43.88,1029.0,2.0,5.0,0.0,0,0,0,1.0
4,-17.0,18.52,1032.0,5.0,4.0,0.0,1,0,0,0.0
4,-13.0,29.69,1031.0,3.0,2.0,0.0,0,0,1,1.0
4,-3.0,48.93,1026.0,7.0,11.0,0.0,0,0,0,1.0
4,-2.0,43.01,1026.0,10.0,9.0,0.0,0,0,0,1.0
4,-3.0,30.68,1021.0,14.0,25.0,0.0,0,0,0,1.0
4,-11.0,50.08,1028.0,-2.0,40.0,0.0,0,1,0,0.0
4,-15.0,27.05,1026.0,2.0,34.0,0.0,1,0,0,0.0
1,-16.0,23.18,1024.0,3.0,70.0,0.0,1,0,0,0.0
1,-17.0,21.32,1025.0,3.0,3.0,0.0,0,0,1,0.0
1,-12.0,27.97,1024.0,5.0,4.0,0.0,0,0,1,0.0
1,-4.0,69.21,1024.0,1.0,6.0,0.0,1,0,0,0.0
1,-13.0,42.63,1027.0,-2.0,7.0,0.0,0,0,0,0.0
1,-19.0,29.97,1030.0,-4.0,44.0,0.0,0,1,0,0.0
1,-18.0,24.29,1030.0,0.0,4.0,0.0,0,1,0,0.0
1,-15.0,25.19,1023.0,3.0,17.0,0.0,0,0,0,0.0
1,-21.0,20.17,1026.0,-1.0,39.0,0.0,0,1,0,0.0
1,-19.0,16.76,1026.0,4.0,10.0,0.0,0,0,0,0.0
1,0.0,56.99,1016.0,8.0,33.0,0.0,0,0,0,1.0
1,-14.0,25.49,1023.0,4.0,45.0,0.0,0,1,0,0.0
1,-11.0,32.5,1020.0,4.0,7.0,0.0,0,1,0,0.0
1,-14.0,22.18,1019.0,6.0,7.0,0.0,0,0,0,0.0
1,-13.0,15.03,1012.0,13.0,43.0,0.0,0,0,0,0.0
1,-14.0,14.79,1019.0,12.0,14.0,0.0,0,0,1,0.0
1,3.0,57.77,1007.0,11.0,24.0,0.0,0,0,0,1.0
1,-9.0,26.99,1023.0,9.0,12.0,0.0,0,1,0,0.0
1,-11.0,21.54,1019.0,10.0,62.0,0.0,1,0,0,0.0
1,-7.0,38.7,1022.0,6.0,101.0,0.0,0,1,0,0.0
1,-12.0,19.88,1020.0,10.0,6.0,0.0,0,0,0,0.0
1,-6.0,24.47,1018.0,14.0,3.0,0.0,1,0,0,0.0
1,-8.0,18.44,1024.0,16.0,9.0,0.0,0,0,0,0.0
1,-1.0,31.28,1011.0,16.0,61.0,0.0,0,0,0,1.0
1,4.0,42.02,1011.0,17.0,24.0,0.0,0,0,0,1.0
1,5.0,48.03,1011.0,16.0,8.0,0.0,0,0,0,1.0
1,5.0,51.2,1014.0,15.0,29.0,0.0,0,0,0,1.0
1,-1.0,24.33,1009.0,20.0,143.0,0.0,0,0,0,0.0
1,8.0,81.75,1012.0,11.0,11.0,0.0,0,1,0,0.0
1,0.0,33.65,1015.0,16.0,11.0,0.0,0,0,0,0.0
1,-9.0,18.18,1019.0,15.0,4.0,0.0,0,0,0,0.0
1,5.0,39.75,1013.0,19.0,16.0,0.0,0,0,0,0.0
1,1.0,61.26,1018.0,8.0,26.0,0.0,0,1,0,0.0
1,-13.0,18.33,1022.0,10.0,54.0,0.0,1,0,0,0.0
1,-10.0,23.32,1012.0,10.0,15.0,0.0,0,0,0,0.0
1,-11.0,26.39,1020.0,7.0,52.0,0.0,0,1,0,0.0
1,-9.0,17.05,1015.0,16.0,24.0,0.0,0,0,0,0.0
1,-1.0,25.89,1014.0,19.0,4.0,0.0,0,1,0,0.0
1,-3.0,19.74,1014.0,21.0,12.0,0.0,0,0,0,0.0
1,3.0,41.73,1012.0,16.0,27.0,0.0,0,0,0,0.0
1,-12.0,12.61,1022.0,17.0,77.0,0.0,1,0,0,0.0
1,-11.0,12.05,1019.0,19.0,2.0,0.0,0,0,0,0.0
1,7.0,35.71,1015.0,23.0,37.0,0.0,0,0,0,1.0
1,-11.0,13.66,1021.0,17.0,4.0,0.0,1,0,0,0.0
1,-11.0,10.65,1014.0,21.0,4.0,0.0,0,0,1,0.0
1,-4.0,22.06,1012.0,18.0,1.0,0.0,0,0,0,0.0
1,-6.0,20.19,1019.0,17.0,6.0,0.0,1,0,0,0.0
1,-5.0,20.46,1018.0,18.0,65.0,0.0,1,0,0,0.0
1,1.0,33.95,1014.0,17.0,65.0,0.0,0,0,0,0.0
1,-1.0,25.89,1014.0,19.0,3.0,0.0,0,1,0,0.0
1,-4.0,16.21,1012.0,23.0,52.0,0.0,0,0,0,0.0
1,4.0,24.24,1011.0,26.0,61.0,0.0,0,0,0,1.0
1,6.0,33.34,1015.0,23.0,44.0,0.0,0,0,0,1.0
1,-2.0,16.69,1019.0,25.0,33.0,0.0,0,0,0,0.0
1,8.0,45.93,1020.0,20.0,30.0,0.0,0,0,0,0.0
1,-5.0,19.22,1021.0,19.0,5.0,0.0,0,1,0,0.0
1,-5.0,15.97,1017.0,22.0,91.0,0.0,1,0,0,0.0
1,0.0,20.52,1013.0,24.0,3.0,0.0,0,1,0,0.0
1,-1.0,16.93,1008.0,26.0,22.0,0.0,0,0,0,0.0
1,6.0,93.35,1009.0,7.0,13.0,0.7,0,1,0,0.0
1,5.0,42.32,1013.0,18.0,27.0,0.0,0,0,0,0.0
1,3.0,75.67,1009.0,7.0,49.0,0.0,0,0,0,0.0
1,-2.0,33.05,1013.0,14.0,51.0,0.0,0,0,0,0.0
1,7.0,66.93,1007.0,13.0,54.0,0.0,0,0,1,0.0
1,4.0,39.46,1013.0,18.0,7.0,0.0,0,1,0,0.0
1,0.0,29.65,1020.0,18.0,2.0,0.0,1,0,0,0.0
1,10.0,82.01,997.0,13.0,61.0,0.1,0,0,0,0.0
1,13.0,47.33,997.0,25.0,23.0,0.0,0,0,0,0.0
1,9.0,46.21,1001.0,21.0,2.0,0.0,0,0,0,0.0
1,-1.0,24.33,999.0,20.0,18.0,0.0,0,0,0,0.0
1,7.0,37.95,1008.0,22.0,2.0,0.0,0,0,0,0.0
1,9.0,43.47,1013.0,22.0,3.0,0.0,0,0,0,0.0
1,4.0,25.72,1009.0,25.0,24.0,0.0,0,0,0,0.0
1,11.0,63.64,1009.0,18.0,1.0,0.0,0,0,0,0.0
1,13.0,82.4,1006.0,16.0,16.0,3.0,0,0,0,1.0
1,15.0,57.2,1006.0,24.0,22.0,0.0,0,0,0,0.0
1,9.0,32.25,1009.0,27.0,14.0,0.0,0,0,1,0.0
1,14.0,37.73,1011.0,30.0,96.0,0.0,0,0,0,0.0
1,13.0,47.33,1012.0,25.0,221.0,0.0,0,0,0,0.0
1,14.0,72.78,1004.0,19.0,333.0,0.8,0,0,0,0.0
1,5.0,29.29,995.0,24.0,431.0,0.0,0,0,0,0.0
1,6.0,24.79,993.0,28.0,1.0,0.0,0,0,0,0.0
1,4.0,22.86,1001.0,27.0,2.0,0.0,0,1,0,0.0
1,11.0,30.99,998.0,30.0,14.0,0.0,0,0,0,0.0
1,7.0,23.66,1009.0,30.0,3.0,0.0,0,0,1,0.0
1,12.0,26.41,1007.0,34.0,26.0,0.0,0,0,0,0.0
